n	cost	search-status	sequence
2642	7	completed	[<< 5, +1, << 2, +(n), << 3, +1, << 1]
2643	8	completed	[<< 5, +1, << 2, +(n), << 3, +1, << 1, +1]
2644	7	completed	[<< 5, +1, << 2, +(n), << 2, +1, << 2]
2645	6	completed	[<< 5, +1, << 4, +1, << 2, +(n)]
2646	7	completed	[<< 6, -1, << 3, -(n), << 1, +(n), << 1]
2647	8	completed	[<< 5, +1, << 2, +(n), << 1, +1, << 3, -1]
2648	7	completed	[<< 5, +1, << 2, +(n), << 1, +1, << 3]
2649	8	completed	[<< 5, +1, << 2, +(n), << 1, +1, << 3, +1]
2650	7	completed	[<< 5, +1, << 3, +1, << 2, +(n), << 1]
2651	8	completed	[<< 5, +1, << 3, +1, << 2, +(n), << 1, +1]
2652	7	completed	[<< 2, +1, << 3, -1, << 4, +(n), << 2]
2653	8	completed	[<< 2, +1, << 3, -1, << 4, +(n), << 2, +1]
2654	9	completed	[<< 2, +1, << 3, +1, << 1, +1, << 4, -1, << 1]
2655	8	completed	[<< 2, +1, << 3, +1, << 1, +1, << 5, -1]
2656	7	completed	[<< 2, +1, << 3, +1, << 1, +1, << 5]
2657	8	completed	[<< 2, +1, << 3, +1, << 1, +1, << 5, +1]
2658	9	completed	[<< 2, +1, << 3, +1, << 1, +1, << 4, +1, << 1]
2659	8	completed	[<< 5, +1, << 2, +1, << 2, +(n), << 2, -1]
2660	7	completed	[<< 5, +1, << 2, +1, << 2, +(n), << 2]
2661	8	completed	[<< 5, +1, << 2, +1, << 2, +(n), << 2, +1]
2662	9	completed	[<< 5, +1, << 2, +1, << 2, +(n), << 1, +1, << 1]
2663	8	completed	[<< 3, -1, << 4, -1, << 1, +(n), << 3, -1]
2664	7	completed	[<< 3, -1, << 4, -1, << 1, +(n), << 3]
2665	6	completed	[<< 2, +1, << 3, +1, << 6, +(n)]
2666	9	completed	[<< 3, -1, << 4, -1, << 1, +(n), << 2, +1, << 1]
2667	6	completed	[<< 7, -1, << 3, -(n), << 1, +(n)]
2668	9	completed	[<< 3, -1, << 4, -1, << 1, +(n), << 1, +1, << 2]
2669	8	completed	[<< 2, +1, << 3, -1, << 2, +1, << 4, +(n)]
2670	9	completed	[<< 2, +1, << 2, +1, << 3, -1, << 3, -1, << 1]
2671	8	completed	[<< 2, +1, << 2, +1, << 3, -1, << 4, -1]
2672	7	completed	[<< 2, +1, << 2, +1, << 3, -1, << 4]
2673	6	completed	[<< 5, +1, << 3, +(n), << 3, +(n)]
2674	7	completed	[<< 1, +1, << 6, -1, << 3, -(n), << 1]
2675	8	completed	[<< 1, +1, << 6, -1, << 3, -(n), << 1, +1]
2676	7	completed	[<< 3, -1, << 5, -1, << 1, +(n), << 2]
2677	8	completed	[<< 3, -1, << 5, -1, << 1, +(n), << 2, +1]
2678	9	completed	[<< 3, -1, << 5, -1, << 1, +(n), << 1, +1, << 1]
2679	8	completed	[<< 2, +1, << 2, +1, << 4, -1, << 3, -1]
2680	7	completed	[<< 2, +1, << 2, +1, << 4, -1, << 3]
2681	6	completed	[<< 1, +1, << 7, -1, << 3, -(n)]
2682	7	completed	[<< 3, -1, << 6, -1, << 1, +(n), << 1]
2683	8	completed	[<< 3, -1, << 6, -1, << 1, +(n), << 1, +1]
2684	7	completed	[<< 2, +1, << 2, +1, << 5, -1, << 2]
2685	6	completed	[<< 3, -1, << 7, -1, << 1, +(n)]
2686	7	completed	[<< 2, +1, << 2, +1, << 6, -1, << 1]
2687	6	completed	[<< 2, +1, << 2, +1, << 7, -1]
2688	5	completed	[<< 2, +1, << 2, +1, << 7]
2689	6	completed	[<< 2, +1, << 2, +1, << 7, +1]
2690	7	completed	[<< 2, +1, << 2, +1, << 6, +1, << 1]
2691	6	completed	[<< 3, -1, << 7, +1, << 1, +(n)]
2692	7	completed	[<< 2, +1, << 2, +1, << 5, +1, << 2]
2693	8	completed	[<< 2, +1, << 2, +1, << 5, +1, << 2, +1]
2694	7	completed	[<< 3, -1, << 6, +1, << 1, +(n), << 1]
2695	6	completed	[<< 1, +1, << 7, +1, << 3, -(n)]
2696	7	completed	[<< 2, +1, << 2, +1, << 4, +1, << 3]
2697	8	completed	[<< 2, +1, << 2, +1, << 4, +1, << 3, +1]
2698	9	completed	[<< 2, +1, << 2, +1, << 4, +1, << 2, +1, << 1]
2699	8	completed	[<< 3, -1, << 5, +1, << 1, +(n), << 2, -1]
2700	7	completed	[<< 3, -1, << 5, +1, << 1, +(n), << 2]
2701	8	completed	[<< 3, -1, << 5, +1, << 1, +(n), << 2, +1]
2702	7	completed	[<< 1, +1, << 6, +1, << 3, -(n), << 1]
2703	6	completed	[<< 2, +1, << 5, -1, << 4, +(n)]
2704	7	completed	[<< 2, +1, << 2, +1, << 3, +1, << 4]
2705	8	completed	[<< 2, +1, << 2, +1, << 3, +1, << 4, +1]
2706	7	completed	[<< 2, +1, << 3, +1, << 5, +(n), << 1]
2707	8	completed	[<< 2, +1, << 3, +1, << 5, +(n), << 1, +1]
2708	9	completed	[<< 2, +1, << 2, +1, << 3, +1, << 2, +1, << 2]
2709	6	completed	[<< 7, +1, << 3, -(n), << 1, +(n)]
2710	7	completed	[<< 4, +1, << 4, -1, << 2, +(n), << 1]
2711	8	completed	[<< 4, +1, << 4, -1, << 2, +(n), << 1, +1]
2712	7	completed	[<< 3, -1, << 4, +1, << 1, +(n), << 3]
2713	8	completed	[<< 3, -1, << 4, +1, << 1, +(n), << 3, +1]
2714	9	completed	[<< 3, -1, << 4, +1, << 1, +(n), << 2, +1, << 1]
2715	6	completed	[<< 4, +1, << 5, -1, << 2, +(n)]
2716	7	completed	[<< 4, +1, << 2, +(n), << 3, -1, << 2]
2717	8	completed	[<< 4, +1, << 2, +(n), << 3, -1, << 2, +1]
2718	7	completed	[<< 4, +1, << 2, +(n), << 4, -1, << 1]
2719	6	completed	[<< 4, +1, << 2, +(n), << 5, -1]
2720	5	completed	[<< 4, +1, << 2, +(n), << 5]
2721	6	completed	[<< 4, +1, << 2, +(n), << 5, +1]
2722	7	completed	[<< 4, +1, << 2, +(n), << 4, +1, << 1]
2723	8	completed	[<< 4, +1, << 2, +(n), << 4, +1, << 1, +1]
2724	7	completed	[<< 4, +1, << 2, +(n), << 3, +1, << 2]
2725	6	completed	[<< 4, +1, << 5, +1, << 2, +(n)]
2726	9	completed	[<< 4, +1, << 2, +(n), << 3, +1, << 1, +1, << 1]
2727	8	completed	[<< 4, +1, << 2, +(n), << 2, +1, << 3, -1]
2728	7	completed	[<< 4, +1, << 2, +(n), << 2, +1, << 3]
2729	8	completed	[<< 4, +1, << 2, +(n), << 2, +1, << 3, +1]
2730	7	completed	[<< 6, +1, << 3, -(n), << 1, +(n), << 1]
2731	8	completed	[<< 6, +1, << 3, -(n), << 1, +(n), << 1, +1]
2732	9	completed	[<< 4, +1, << 2, +(n), << 2, +1, << 1, +1, << 2]
2733	8	completed	[<< 3, -1, << 3, +1, << 4, -1, << 1, +(n)]
2734	9	completed	[<< 4, +1, << 2, +(n), << 1, +1, << 3, -1, << 1]
2735	8	completed	[<< 4, +1, << 2, +(n), << 1, +1, << 4, -1]
2736	7	completed	[<< 4, +1, << 2, +(n), << 1, +1, << 4]
2737	6	completed	[<< 2, +1, << 5, +1, << 4, +(n)]
2738	9	completed	[<< 4, +1, << 2, +(n), << 1, +1, << 3, +1, << 1]
2739	8	completed	[<< 3, -1, << 3, +1, << 4, +1, << 1, +(n)]
2740	7	completed	[<< 4, +1, << 3, +1, << 2, +(n), << 2]
2741	8	completed	[<< 4, +1, << 3, +1, << 2, +(n), << 2, +1]
2742	9	completed	[<< 4, +1, << 3, +1, << 2, +(n), << 1, +1, << 1]
2743	8	completed	[<< 1, +1, << 4, +1, << 3, -(n), << 3, -1]
2744	7	completed	[<< 1, +1, << 4, +1, << 3, -(n), << 3]
2745	8	completed	[<< 1, +1, << 4, +1, << 3, -(n), << 3, +1]
2746	9	completed	[<< 1, +1, << 4, +1, << 3, -(n), << 2, +1, << 1]
2747	10	completed	[<< 1, +1, << 4, +1, << 3, -(n), << 2, +1, << 1, +1]
2748	9	completed	[<< 2, +1, << 2, +1, << 1, +1, << 4, -1, << 2]
2749	10	completed	[<< 2, +1, << 2, +1, << 1, +1, << 4, -1, << 2, +1]
2750	9	completed	[<< 2, +1, << 2, +1, << 1, +1, << 5, -1, << 1]
2751	8	completed	[<< 2, +1, << 2, +1, << 1, +1, << 6, -1]
2752	7	completed	[<< 2, +1, << 2, +1, << 1, +1, << 6]
2753	8	completed	[<< 2, +1, << 2, +1, << 1, +1, << 6, +1]
2754	7	completed	[<< 4, +1, << 3, +(n), << 3, +(n), << 1]
2755	8	completed	[<< 4, +1, << 3, +(n), << 3, +(n), << 1, +1]
2756	9	completed	[<< 2, +1, << 2, +1, << 1, +1, << 4, +1, << 2]
2757	10	completed	[<< 2, +1, << 2, +1, << 1, +1, << 4, +1, << 2, +1]
2758	9	completed	[<< 1, +1, << 4, +1, << 2, +1, << 3, -(n), << 1]
2759	8	completed	[<< 2, +1, << 1, +1, << 3, +1, << 5, -(n)]
2760	7	completed	[<< 4, +1, << 2, +1, << 2, +(n), << 3]
2761	8	completed	[<< 4, +1, << 2, +1, << 2, +(n), << 3, +1]
2762	9	completed	[<< 4, +1, << 2, +1, << 2, +(n), << 2, +1, << 1]
2763	8	completed	[<< 4, +1, << 3, +(n), << 1, +1, << 3, +(n)]
2764	9	completed	[<< 4, +1, << 2, +1, << 2, +(n), << 1, +1, << 2]
2765	8	completed	[<< 4, +1, << 2, +1, << 3, +1, << 2, +(n)]
2766	9	completed	[<< 5, +1, << 3, -(n), << 1, -1, << 1, +(n), << 1]
2767	10	completed	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 4, -1]
2768	9	completed	[<< 2, +1, << 2, +1, << 1, +1, << 2, +1, << 4]
2769	8	completed	[<< 5, +1, << 3, -(n), << 2, -1, << 1, +(n)]
2770	9	completed	[<< 4, +1, << 2, +1, << 2, +1, << 2, +(n), << 1]
2771	8	completed	[<< 2, +1, << 4, +1, << 1, +1, << 4, +(n)]
2772	7	completed	[<< 5, +1, << 3, -(n), << 1, +(n), << 2]
2773	8	completed	[<< 5, +1, << 3, -(n), << 1, +(n), << 2, +1]
2774	9	completed	[<< 5, +1, << 3, -(n), << 1, +(n), << 1, +1, << 1]
2775	8	completed	[<< 5, +1, << 3, -(n), << 2, +1, << 1, +(n)]
2776	9	completed	[<< 2, +1, << 1, +1, << 3, -1, << 2, -1, << 3]
2777	10	completed	[<< 2, +1, << 1, +1, << 3, -1, << 2, -1, << 3, +1]
2778	9	completed	[<< 3, -1, << 2, +1, << 4, -1, << 1, +(n), << 1]
2779	8	completed	[<< 5, +1, << 1, +(n), << 2, +1, << 3, -(n)]
2780	9	completed	[<< 2, +1, << 1, +1, << 3, -1, << 3, -1, << 2]
2781	8	completed	[<< 3, -1, << 2, +1, << 5, -1, << 1, +(n)]
2782	9	completed	[<< 2, +1, << 1, +1, << 3, -1, << 4, -1, << 1]
2783	8	completed	[<< 2, +1, << 1, +1, << 3, -1, << 5, -1]
2784	7	completed	[<< 2, +1, << 1, +1, << 3, -1, << 5]
2785	8	completed	[<< 2, +1, << 1, +1, << 3, -1, << 5, +1]
2786	9	completed	[<< 2, +1, << 1, +1, << 3, -1, << 4, +1, << 1]
2787	8	completed	[<< 3, -1, << 2, +1, << 5, +1, << 1, +(n)]
2788	7	completed	[<< 2, +1, << 3, +1, << 4, +(n), << 2]
2789	8	completed	[<< 2, +1, << 3, +1, << 4, +(n), << 2, +1]
2790	7	completed	[<< 5, -1, << 4, -(n), << 1, +(n), << 1]
2791	8	completed	[<< 5, -1, << 4, -(n), << 1, +(n), << 1, +1]
2792	9	completed	[<< 2, +1, << 1, +1, << 3, -1, << 2, +1, << 3]
2793	8	completed	[<< 5, -1, << 4, -(n), << 1, +1, << 1, +(n)]
2794	7	completed	[<< 2, +1, << 1, +1, << 7, -(n), << 1]
2795	8	completed	[<< 2, +1, << 1, +1, << 7, -(n), << 1, +1]
2796	9	completed	[<< 3, -1, << 2, +1, << 3, +1, << 1, +(n), << 2]
2797	10	completed	[<< 3, -1, << 2, +1, << 3, +1, << 1, +(n), << 2, +1]
2798	9	completed	[<< 2, +1, << 1, +1, << 4, -1, << 3, -1, << 1]
2799	8	completed	[<< 2, +1, << 1, +1, << 4, -1, << 4, -1]
2800	7	completed	[<< 2, +1, << 1, +1, << 4, -1, << 4]
2801	8	completed	[<< 2, +1, << 1, +1, << 4, -1, << 4, +1]
2802	9	completed	[<< 2, +1, << 1, +1, << 4, -1, << 3, +1, << 1]
2803	10	completed	[<< 2, +1, << 1, +1, << 4, -1, << 3, +1, << 1, +1]
2804	9	completed	[<< 2, +1, << 1, +1, << 4, -1, << 2, +1, << 2]
2805	6	completed	[<< 5, +1, << 4, +(n), << 2, +(n)]
2806	9	completed	[<< 2, +1, << 1, +1, << 5, -1, << 2, -1, << 1]
2807	8	completed	[<< 2, +1, << 1, +1, << 5, -1, << 3, -1]
2808	7	completed	[<< 2, +1, << 1, +1, << 5, -1, << 3]
2809	8	completed	[<< 2, +1, << 1, +1, << 5, -1, << 3, +1]
2810	9	completed	[<< 2, +1, << 1, +1, << 5, -1, << 2, +1, << 1]
2811	8	completed	[<< 2, +1, << 1, +1, << 6, -1, << 2, -1]
2812	7	completed	[<< 2, +1, << 1, +1, << 6, -1, << 2]
2813	8	completed	[<< 2, +1, << 1, +1, << 6, -1, << 2, +1]
2814	7	completed	[<< 2, +1, << 1, +1, << 7, -1, << 1]
2815	6	completed	[<< 2, +1, << 1, +1, << 8, -1]
2816	5	completed	[<< 2, +1, << 1, +1, << 8]
2817	6	completed	[<< 2, +1, << 1, +1, << 8, +1]
2818	7	completed	[<< 2, +1, << 1, +1, << 7, +1, << 1]
2819	8	completed	[<< 2, +1, << 1, +1, << 7, +1, << 1, +1]
2820	7	completed	[<< 2, +1, << 1, +1, << 6, +1, << 2]
2821	8	completed	[<< 2, +1, << 1, +1, << 6, +1, << 2, +1]
2822	9	completed	[<< 2, +1, << 1, +1, << 6, +1, << 1, +1, << 1]
2823	8	completed	[<< 2, +1, << 1, +1, << 5, +1, << 3, -1]
2824	7	completed	[<< 2, +1, << 1, +1, << 5, +1, << 3]
2825	8	completed	[<< 2, +1, << 1, +1, << 5, +1, << 3, +1]
2826	9	completed	[<< 2, +1, << 1, +1, << 5, +1, << 2, +1, << 1]
2827	6	completed	[<< 2, +1, << 1, +1, << 8, +(n)]
2828	9	completed	[<< 2, +1, << 1, +1, << 5, +1, << 1, +1, << 2]
2829	8	completed	[<< 4, -1, << 2, -1, << 4, -1, << 1, +(n)]
2830	9	completed	[<< 2, +1, << 1, +1, << 4, +1, << 3, -1, << 1]
2831	8	completed	[<< 2, +1, << 1, +1, << 4, +1, << 4, -1]
2832	7	completed	[<< 2, +1, << 1, +1, << 4, +1, << 4]
2833	8	completed	[<< 2, +1, << 1, +1, << 4, +1, << 4, +1]
2834	9	completed	[<< 2, +1, << 1, +1, << 4, +1, << 3, +1, << 1]
2835	6	completed	[<< 6, -1, << 4, -(n), << 1, +(n)]
2836	9	completed	[<< 2, +1, << 1, +1, << 4, +1, << 2, +1, << 2]
2837	8	completed	[<< 2, +1, << 1, +1, << 7, +(n), << 1, -1]
2838	7	completed	[<< 2, +1, << 1, +1, << 7, +(n), << 1]
2839	8	completed	[<< 2, +1, << 2, +1, << 3, -1, << 4, +(n)]
2840	7	completed	[<< 3, +1, << 3, -1, << 2, +(n), << 3]
2841	8	completed	[<< 3, +1, << 3, -1, << 2, +(n), << 3, +1]
2842	9	completed	[<< 3, +1, << 3, -1, << 2, +(n), << 2, +1, << 1]
2843	8	completed	[<< 2, +1, << 4, -1, << 3, +(n), << 2, -1]
2844	7	completed	[<< 2, +1, << 4, -1, << 3, +(n), << 2]
2845	8	completed	[<< 2, +1, << 4, -1, << 3, +(n), << 2, +1]
2846	9	completed	[<< 2, +1, << 1, +1, << 3, +1, << 4, -1, << 1]
2847	8	completed	[<< 2, +1, << 1, +1, << 3, +1, << 5, -1]
2848	7	completed	[<< 2, +1, << 1, +1, << 3, +1, << 5]
2849	8	completed	[<< 2, +1, << 1, +1, << 3, +1, << 5, +1]
2850	7	completed	[<< 1, +1, << 5, -1, << 4, -(n), << 1]
2851	8	completed	[<< 1, +1, << 5, -1, << 4, -(n), << 1, +1]
2852	7	completed	[<< 1, +1, << 3, -1, << 5, -(n), << 2]
2853	8	completed	[<< 1, +1, << 3, -1, << 5, -(n), << 2, +1]
2854	9	completed	[<< 1, +1, << 3, -1, << 5, -(n), << 1, +1, << 1]
2855	8	completed	[<< 3, +1, << 4, -1, << 2, -1, << 2, +(n)]
2856	7	completed	[<< 4, -1, << 3, -1, << 1, +(n), << 3]
2857	8	completed	[<< 4, -1, << 3, -1, << 1, +(n), << 3, +1]
2858	9	completed	[<< 4, -1, << 3, -1, << 1, +(n), << 2, +1, << 1]
2859	8	completed	[<< 4, -1, << 3, -1, << 3, +1, << 1, +(n)]
2860	7	completed	[<< 3, +1, << 4, -1, << 2, +(n), << 2]
2861	8	completed	[<< 3, +1, << 4, -1, << 2, +(n), << 2, +1]
2862	7	completed	[<< 2, +1, << 5, -1, << 3, +(n), << 1]
2863	8	completed	[<< 4, +1, << 1, +(n), << 3, +1, << 3, -(n)]
2864	7	completed	[<< 4, -1, << 1, +(n), << 2, -1, << 4]
2865	6	completed	[<< 1, +1, << 6, -1, << 4, -(n)]
2866	9	completed	[<< 4, -1, << 1, +(n), << 2, -1, << 3, +1, << 1]
2867	8	completed	[<< 4, -1, << 4, -1, << 1, +(n), << 2, -1]
2868	7	completed	[<< 4, -1, << 4, -1, << 1, +(n), << 2]
2869	8	completed	[<< 4, -1, << 4, -1, << 1, +(n), << 2, +1]
2870	7	completed	[<< 3, +1, << 5, -1, << 2, +(n), << 1]
2871	6	completed	[<< 2, +1, << 6, -1, << 3, +(n)]
2872	7	completed	[<< 4, -1, << 1, +(n), << 3, -1, << 3]
2873	8	completed	[<< 4, -1, << 1, +(n), << 3, -1, << 3, +1]
2874	7	completed	[<< 4, -1, << 5, -1, << 1, +(n), << 1]
2875	6	completed	[<< 3, +1, << 6, -1, << 2, +(n)]
2876	7	completed	[<< 4, -1, << 1, +(n), << 4, -1, << 2]
2877	6	completed	[<< 4, -1, << 6, -1, << 1, +(n)]
2878	7	completed	[<< 4, -1, << 1, +(n), << 5, -1, << 1]
2879	6	completed	[<< 4, -1, << 1, +(n), << 6, -1]
2880	5	completed	[<< 4, -1, << 1, +(n), << 6]
2881	6	completed	[<< 4, -1, << 1, +(n), << 6, +1]
2882	7	completed	[<< 4, -1, << 1, +(n), << 5, +1, << 1]
2883	6	completed	[<< 4, -1, << 6, +1, << 1, +(n)]
2884	7	completed	[<< 4, -1, << 1, +(n), << 4, +1, << 2]
2885	6	completed	[<< 3, +1, << 6, +1, << 2, +(n)]
2886	7	completed	[<< 4, -1, << 5, +1, << 1, +(n), << 1]
2887	8	completed	[<< 4, -1, << 1, +(n), << 3, +1, << 3, -1]
2888	7	completed	[<< 4, -1, << 1, +(n), << 3, +1, << 3]
2889	6	completed	[<< 2, +1, << 6, +1, << 3, +(n)]
2890	7	completed	[<< 3, +1, << 5, +1, << 2, +(n), << 1]
2891	8	completed	[<< 3, +1, << 5, +1, << 2, +(n), << 1, +1]
2892	7	completed	[<< 4, -1, << 4, +1, << 1, +(n), << 2]
2893	8	completed	[<< 4, -1, << 4, +1, << 1, +(n), << 2, +1]
2894	9	completed	[<< 4, -1, << 1, +(n), << 2, +1, << 3, -1, << 1]
2895	6	completed	[<< 1, +1, << 6, +1, << 4, -(n)]
2896	7	completed	[<< 4, -1, << 1, +(n), << 2, +1, << 4]
2897	8	completed	[<< 4, -1, << 1, +(n), << 2, +1, << 4, +1]
2898	7	completed	[<< 2, +1, << 5, +1, << 3, +(n), << 1]
2899	8	completed	[<< 2, +1, << 5, +1, << 3, +(n), << 1, +1]
2900	7	completed	[<< 3, +1, << 4, +1, << 2, +(n), << 2]
2901	8	completed	[<< 3, +1, << 4, +1, << 2, +(n), << 2, +1]
2902	9	completed	[<< 3, +1, << 4, +1, << 2, +(n), << 1, +1, << 1]
2903	8	completed	[<< 4, -1, << 3, +1, << 1, +(n), << 3, -1]
2904	7	completed	[<< 4, -1, << 3, +1, << 1, +(n), << 3]
2905	8	completed	[<< 4, -1, << 3, +1, << 1, +(n), << 3, +1]
2906	9	completed	[<< 4, -1, << 3, +1, << 1, +(n), << 2, +1, << 1]
2907	8	completed	[<< 4, -1, << 3, +1, << 3, +1, << 1, +(n)]
2908	9	completed	[<< 4, -1, << 1, +(n), << 1, +1, << 3, -1, << 2]
2909	8	completed	[<< 1, +1, << 5, +1, << 4, -(n), << 1, -1]
2910	7	completed	[<< 1, +1, << 5, +1, << 4, -(n), << 1]
2911	8	completed	[<< 4, -1, << 1, +(n), << 1, +1, << 5, -1]
2912	7	completed	[<< 4, -1, << 1, +(n), << 1, +1, << 5]
2913	8	completed	[<< 4, -1, << 1, +(n), << 1, +1, << 5, +1]
2914	7	completed	[<< 1, +1, << 4, -1, << 5, -(n), << 1]
2915	8	completed	[<< 1, +1, << 4, -1, << 5, -(n), << 1, +1]
2916	7	completed	[<< 2, +1, << 4, +1, << 3, +(n), << 2]
2917	8	completed	[<< 2, +1, << 4, +1, << 3, +(n), << 2, +1]
2918	9	completed	[<< 2, +1, << 4, +1, << 3, +(n), << 1, +1, << 1]
2919	8	completed	[<< 1, +1, << 2, +1, << 5, +1, << 3, -(n)]
2920	7	completed	[<< 3, +1, << 3, +1, << 2, +(n), << 3]
2921	6	completed	[<< 1, +1, << 3, -1, << 7, -(n)]
2922	9	completed	[<< 3, +1, << 3, +1, << 2, +(n), << 2, +1, << 1]
2923	10	completed	[<< 3, +1, << 3, +1, << 2, +(n), << 2, +1, << 1, +1]
2924	9	completed	[<< 3, +1, << 3, +1, << 2, +(n), << 1, +1, << 2]
2925	6	completed	[<< 6, +1, << 4, -(n), << 1, +(n)]
2926	9	completed	[<< 1, +1, << 3, -1, << 3, -1, << 3, -1, << 1]
2927	8	completed	[<< 1, +1, << 3, -1, << 3, -1, << 4, -1]
2928	7	completed	[<< 1, +1, << 3, -1, << 3, -1, << 4]
2929	8	completed	[<< 1, +1, << 3, -1, << 3, -1, << 4, +1]
2930	9	completed	[<< 1, +1, << 3, -1, << 3, -1, << 3, +1, << 1]
2931	8	completed	[<< 4, -1, << 2, +1, << 4, +1, << 1, +(n)]
2932	9	completed	[<< 1, +1, << 3, -1, << 3, -1, << 2, +1, << 2]
2933	8	completed	[<< 4, -1, << 3, -(n), << 2, -1, << 3, -(n)]
2934	9	completed	[<< 4, -1, << 2, +1, << 3, +1, << 1, +(n), << 1]
2935	8	completed	[<< 1, +1, << 3, -1, << 4, -1, << 3, -1]
2936	7	completed	[<< 1, +1, << 3, -1, << 4, -1, << 3]
2937	8	completed	[<< 1, +1, << 3, -1, << 4, -1, << 3, +1]
2938	9	completed	[<< 1, +1, << 3, -1, << 4, -1, << 2, +1, << 1]
2939	8	completed	[<< 1, +1, << 3, -1, << 5, -1, << 2, -1]
2940	7	completed	[<< 1, +1, << 3, -1, << 5, -1, << 2]
2941	8	completed	[<< 1, +1, << 3, -1, << 5, -1, << 2, +1]
2942	7	completed	[<< 1, +1, << 3, -1, << 6, -1, << 1]
2943	6	completed	[<< 1, +1, << 3, -1, << 7, -1]
2944	5	completed	[<< 1, +1, << 3, -1, << 7]
2945	6	completed	[<< 1, +1, << 3, -1, << 7, +1]
2946	7	completed	[<< 1, +1, << 3, -1, << 6, +1, << 1]
2947	8	completed	[<< 1, +1, << 3, -1, << 6, +1, << 1, +1]
2948	7	completed	[<< 1, +1, << 3, -1, << 5, +1, << 2]
2949	8	completed	[<< 1, +1, << 3, -1, << 5, +1, << 2, +1]
2950	9	completed	[<< 1, +1, << 3, -1, << 5, +1, << 1, +1, << 1]
2951	8	completed	[<< 1, +1, << 3, -1, << 4, +1, << 3, -1]
2952	7	completed	[<< 1, +1, << 3, -1, << 4, +1, << 3]
2953	8	completed	[<< 1, +1, << 3, -1, << 4, +1, << 3, +1]
2954	9	completed	[<< 1, +1, << 3, -1, << 4, +1, << 2, +1, << 1]
2955	8	completed	[<< 5, -1, << 2, -1, << 3, +1, << 1, +(n)]
2956	9	completed	[<< 1, +1, << 3, -1, << 4, +1, << 1, +1, << 2]
2957	10	completed	[<< 1, +1, << 3, -1, << 4, +1, << 1, +1, << 2, +1]
2958	9	completed	[<< 1, +1, << 3, -1, << 3, +1, << 3, -1, << 1]
2959	8	completed	[<< 1, +1, << 3, -1, << 3, +1, << 4, -1]
2960	7	completed	[<< 1, +1, << 3, -1, << 3, +1, << 4]
2961	6	completed	[<< 1, +1, << 4, -1, << 6, -(n)]
2962	9	completed	[<< 1, +1, << 3, -1, << 3, +1, << 3, +1, << 1]
2963	8	completed	[<< 5, -1, << 3, -1, << 1, +(n), << 2, -1]
2964	7	completed	[<< 5, -1, << 3, -1, << 1, +(n), << 2]
2965	8	completed	[<< 5, -1, << 3, -1, << 1, +(n), << 2, +1]
2966	9	completed	[<< 5, -1, << 3, -1, << 1, +(n), << 1, +1, << 1]
2967	6	completed	[<< 1, +1, << 3, -1, << 7, +(n)]
2968	7	completed	[<< 5, -1, << 1, +(n), << 2, -1, << 3]
2969	8	completed	[<< 5, -1, << 1, +(n), << 2, -1, << 3, +1]
2970	7	completed	[<< 5, -1, << 4, -1, << 1, +(n), << 1]
2971	8	completed	[<< 5, -1, << 4, -1, << 1, +(n), << 1, +1]
2972	7	completed	[<< 5, -1, << 1, +(n), << 3, -1, << 2]
2973	6	completed	[<< 5, -1, << 5, -1, << 1, +(n)]
2974	7	completed	[<< 5, -1, << 1, +(n), << 4, -1, << 1]
2975	6	completed	[<< 5, -1, << 1, +(n), << 5, -1]
2976	5	completed	[<< 5, -1, << 1, +(n), << 5]
2977	6	completed	[<< 5, -1, << 1, +(n), << 5, +1]
2978	7	completed	[<< 5, -1, << 1, +(n), << 4, +1, << 1]
2979	6	completed	[<< 5, -1, << 5, +1, << 1, +(n)]
2980	7	completed	[<< 5, -1, << 1, +(n), << 3, +1, << 2]
2981	8	completed	[<< 5, -1, << 1, +(n), << 3, +1, << 2, +1]
2982	7	completed	[<< 5, -1, << 4, +1, << 1, +(n), << 1]
2983	8	completed	[<< 5, -1, << 1, +(n), << 2, +1, << 3, -1]
2984	7	completed	[<< 5, -1, << 1, +(n), << 2, +1, << 3]
2985	8	completed	[<< 5, -1, << 1, +(n), << 2, +1, << 3, +1]
2986	9	completed	[<< 5, -1, << 1, +(n), << 2, +1, << 2, +1, << 1]
2987	8	completed	[<< 5, -1, << 3, +1, << 1, +(n), << 2, -1]
2988	7	completed	[<< 5, -1, << 3, +1, << 1, +(n), << 2]
2989	8	completed	[<< 5, -1, << 3, +1, << 1, +(n), << 2, +1]
2990	7	completed	[<< 1, +1, << 3, -1, << 6, +(n), << 1]
2991	8	completed	[<< 5, -1, << 1, +(n), << 1, +1, << 4, -1]
2992	7	completed	[<< 5, -1, << 1, +(n), << 1, +1, << 4]
2993	8	completed	[<< 5, -1, << 1, +(n), << 1, +1, << 4, +1]
2994	9	completed	[<< 5, -1, << 1, +(n), << 1, +1, << 3, +1, << 1]
2995	8	completed	[<< 4, -1, << 2, +(n), << 3, -1, << 2, +(n)]
2996	9	completed	[<< 5, -1, << 1, +(n), << 1, +1, << 2, +1, << 2]
2997	8	completed	[<< 5, -1, << 2, +1, << 3, -1, << 1, +(n)]
2998	9	completed	[<< 1, +1, << 4, -1, << 3, -1, << 2, -1, << 1]
2999	8	completed	[<< 1, +1, << 4, -1, << 3, -1, << 3, -1]
